,Unnamed: 0,agent_firm_name,case_status,class_of_admission,country_of_citizenship,employer_city,employer_decl_info_title,employer_name,employer_num_employees,employer_state,foreign_worker_info_education,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_state,pw_level_9089,pw_soc_title,wage_offer_from_9089
2956,2956,Princeton Law Group,Certified,H-1B,INDIA,EDISON,manager,ZYLOG SYSTEMS LIMITED DBA ZSL INC.,200.0,NEW JERSEY,Bachelor's,BHARATHIDASAN UNIVERSITY,INFORMATION TECHNOLOGY,NEW JERSEY,2,"Software Developers, Applications",75171.0
2957,2957,"Morgan, Lewis & Bockius LLP",Certified,H-1B,INDIA,KENNETT SQUARE,analyst,EXELON GENERATION COMPANY LLC,425.0,PENNSYLVANIA,Master's,TEXAS A&M UNIVERSITY,MANAGEMENT INFORMATION SYSTEMS,MARYLAND,4,Financial Analysts,106600.0
2958,2958,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.",Certified,H-1B,INDIA,NEW YORK,specialist,THOMSON REUTERS MARKETS LLC,5832.0,NEW YORK,Bachelor's,"INDIAN INSTITUTE OF TECHNOLOGY, MUMBAI",MECHANICAL ENGINEERING,NEW JERSEY,4,Computer and Information Systems Managers,210000.0
2959,2959,Stern & Curray LLC,Certified,H-1B,UNITED KINGDOM,BOULDER,director,STERLING-RICE GROUP,107.0,COLORADO,Master's,"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",INTERNATIONAL MANAGEMENT,COLORADO,2,Marketing Managers,130000.0
2960,2960,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,DALLAS,manager,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",266590.0,TEXAS,Bachelor's,BHARATHIAR UNIVERSITY,COMPUTER ENGINEERING,TEXAS,2,Database Administrators,103290.0
2961,2961,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SANTA CLARA,manager,INTEL CORPORATION,57750.0,CALIFORNIA,Master's,MICHIGAN STATE UNIVERSITY,COMPUTER SCIENCE,OREGON,2,"Software Developers, Systems Software",76253.0
2962,2962,"Mintz, Levin, Cohn, Ferris, Glovsky & Popeo, P.C.",Certified,H-1B,PAKISTAN,NEW YORK,specialist,THOMSON REUTERS MARKETS LLC,5832.0,NEW YORK,Bachelor's,KARACHI INSTITUTE OF ECONOMICS AND TECHNOLOGY,COMPUTER SCIENCE,NEW JERSEY,4,"Software Developers, Applications",121202.0
2963,2963,"Sethi-Wadhwa Law, PLLC",Certified,H-1B,INDIA,WALTHAM,director,"RETAILNET GROUP, LLC",21.0,MASSACHUSETTS,Bachelor's,VEMANA INSTITUTE OF TECHNOLOGY -VISHVESHWARYA UNIVERSITY,ELECTRONICS ENGINEERING,MASSACHUSETTS,4,"Software Developers, Applications",112174.0
2964,2964,"American Services Network, PC",Certified,H-1B,VENEZUELA,FORT WORTH,specialist,AMERICAN AIRLINES,70000.0,TEXAS,Master's,UNIVERSITY OF CALIFORNIA BERKELEY,INDUSTRIAL ENGINEERING,TEXAS,1,Operations Research Analysts,87550.0
2965,2965,Sidley Austin LLP,Certified,H-1B,INDIA,ROSEMONT,specialist,CAPGEMINI FINANCIAL SERVICES USA INC.,1730.0,ILLINOIS,Bachelor's,VELLORE INSTITUTE OF TECHNOLOGY,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ILLINOIS,2,Computer and Information Systems Managers,93995.0
2966,2966,"McCandlish Holton, PC",Certified,H-1B,UNITED KINGDOM,BROOKLYN,director,NEW YORK CITY DEPARTMENT OF EDUCATION,135000.0,NEW YORK,Master's,COLLEGE OF MOUNT SAINT VINCENT,URBAN AND MULTICULTURAL EDUCATION,NEW YORK,0,"Secondary School Teachers, Except Special and Career/Technical Education",45530.0
2967,2967,Goldblum & Hess,Denied,H-1B,INDIA,PHILADELPHIA,specialist,THE CHILDREN'S HOSPITAL OF PHILADELPHIA,10000.0,PENNSYLVANIA,Master's,UNIVERSITY OF BRIDGEPORT,COMPUTER SCIENCE,NEW JERSEY,4,Computer Systems Analysts,105000.0
2968,2968,Murthy Law Firm,Certified,H-1B,INDIA,FOREST HILLS,president,"SOFT TECH SOURCE-A DIV.OF RAMESH SARVA, CPA, P.C.",15.0,NEW YORK,Bachelor's,UNIVERSIDAD EMPRESARIAL DE COSTA RICA,BUSINESS ADMINISTRATION,NEW JERSEY,1,Computer Systems Analysts,65000.0
2969,2969,"Law Office of Linda M. Hoffman, P.C.",Denied,H-1B,IRAN,ROCKVILLE,human,APPLICATION CORPORATION DBA HYPEROFFICE,13.0,MARYLAND,Bachelor's,ISLAMIC AZAD UNIVERSITY,SOFTWARE ENGINEERING,MARYLAND,1,"Software Developers, Systems Software",59301.0
2970,2970,"Butzel Long, a professional corporation",Certified,H-1B,INDIA,ANN ARBOR,manager,ARBOR RESEARCH COLLABORATIVE FOR HEALTH,88.0,MICHIGAN,Doctorate,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,MATH/STATISTICS,MICHIGAN,1,Statisticians,78752.44
2971,2971,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,MEXICO,SAN DIEGO,specialist,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,LA UNIVERSIDAD DEL VALLE DE ATEMAJAC,BUSINESS ADMINISTRATION,CALIFORNIA,3,Industrial Engineers,90052.0
2972,2972,Law Office of Juliana L. Butler,Certified,H-1B,INDIA,LOS ANGELES,others,"ESTET, LLC",17.0,CALIFORNIA,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,ELECTRICAL ENGINEERING,CALIFORNIA,4,Computer and Information Systems Managers,159702.0
2973,2973,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Bachelor's,JAWAHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,ELECTRONICS & COMMUNICATION ENGINEERING,DELAWARE,4,"Software Developers, Applications",111717.0
2974,2974,"Rose Carson Kaplan Choi & White, LLP",Certified,H-1B,INDIA,SAN JOSE,vp,MEDIUS,6.0,CALIFORNIA,Master's,DELHI COLLEGE OF ENGINEERING,APPLIED SCIENCE,CALIFORNIA,4,"Software Developers, Applications",133328.0
2975,2975,Law Office of Dana Michael Ritter,Certified,H-1B,INDIA,WINSTON-SALEM,president,N-TIER SOLUTIONS INC.,60.0,NORTH CAROLINA,Master's,BHARATHIDASAN UNIVERSITY,COMPUTER SCIENCE,NORTH CAROLINA,4,Database Administrators,114400.0
2976,2976,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,DALLAS,manager,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",243360.0,TEXAS,Master's,OKLAHOMA STATE UNIVERSITY,ELECTRICAL ENGINEERING,COLORADO,2,"Information Security Analysts, Web Developers, and Computer Network Architects",95570.0
2977,2977,"Leslie A Jewell, Attorney at Law",Certified,H-1B,CANADA,SAN FRANCISCO,vp,"NEXANT, INC.",600.0,CALIFORNIA,Doctorate,GRAZ UNIVERSITY OF TECHNOLOGY,COMPUTER ENGINEERING,CALIFORNIA,4,"Software Developers, Applications",140000.0
2978,2978,"Hammond Law Group, LLC",Certified,H-1B,INDIA,TROY,"manager,",SATYAM VENTURE ENGINEERING SERVICES,50.0,MICHIGAN,Master's,ANNA UNIVERSITY,MECHNICAL ENGINEERING,MICHIGAN,2,Commercial and Industrial Designers,70158.0
2979,2979,Law Offices of Afaf Vicky Farah,Certified,H-1B,INDIA,TROY,president,LMS NORTH AMERICA,150.0,MICHIGAN,Master's,UNIVERSITY OF MICHIGAN,MECHANICAL ENGINEERING,MICHIGAN,4,Sales Engineers,98738.0
2980,2980,Stephen Jeffries & Associates,Certified,H-1B,INDIA,BROOKLYN,president,GREENE-VAN PHARMACY CORP,8.0,NEW YORK,Master's,STRATFORD UNIVERSITY,ENTERPRISE BUSINESS MANAGEMENT,NEW YORK,2,Medical and Health Services Managers,101000.0
2981,2981,The Dworsky Law Firm,Certified,H-1B,INDIA,PRINCETON,director,INFOLOGITECH INC,47.0,NEW JERSEY,Associate's,OSMANIA UNIVERSITY,COMPUTER INFORMATION SYSTEMS,NEW YORK,1,"Software Developers, Applications",60611.0
2982,2982,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Doctorate,UNIVERSITY OF MARYLAND,APPLIED MATHEMATICS,NEW YORK,1,Operations Research Analysts,140000.0
2983,2983,Berry Appleman & Leiden LLP,Certified,H-1B,LEBANON,HOUSTON,specialist,"NATIONAL OILWELL VARCO, L.P.",62000.0,TEXAS,Bachelor's,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",ELECTRICAL ENGINEERING,CALIFORNIA,1,Electrical Engineers,69795.85
2984,2984,Ogletree Deakins,Certified,H-1B,INDIA,ENGLEWOOD,analyst,ARROW ELECTRONICS,5500.0,COLORADO,Bachelor's,INDIAN INSTITUTE OF TECHNOLOGY,AEROSPACE ENGINEERING,NEW YORK,4,"Software Developers, Applications",111322.0
2985,2985,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,REDWOOD SHORES,specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Master's,NATIONAL UNIVERSITY OF SINGAPORE,ELECTRICAL AND COMPUTER ENGINEERING,CALIFORNIA,2,"Software Developers, Systems Software",100755.0
2986,2986,"McCandlish Holton, PC",Certified,H-1B,DOMINICAN REPUBLIC,BROOKLYN,director,NEW YORK CITY DEPARTMENT OF EDUCATION,135000.0,NEW YORK,Master's,TECHNOLOGICAL UNIVERSITY OF SANTIAGO,EDUCATIONAL SCIENCES,NEW YORK,0,"Secondary School Teachers, Except Special and Career/Technical Education",45530.0
2987,2987,International Legal and Business Services Group LLP,Certified,H-1B,INDIA,WORCESTER,"director,",AVCO CONSULTING INC,232.0,MASSACHUSETTS,Master's,EASTERN ILLINOIS UNIVERSITY,MASTER OF SCIENCE IN TECHNOLOGY,WASHINGTON,3,"Software Developers, Applications",88088.0
2988,2988,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Master's,SHEFFIELD HALLAM UNIVERSITY,ELECTRONICS AND INFORMATION TECHNOLOGY,OHIO,2,"Software Developers, Systems Software",82000.0
2989,2989,International Legal and Business Services Group LLP,Certified,H-1B,INDIA,WORCESTER,"director,",AVCO CONSULTING INC,232.0,MASSACHUSETTS,Master's,NATIONAL UNIVERSITY,COMPUTER SCIENCE,KANSAS,3,"Software Developers, Applications",88088.0
2990,2990,Berry Appleman & Leiden LLP,Certified,H-1B,BULGARIA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Bachelor's,UNIVERSITY OF PENNSYLVANIA,"INTERNATIONAL RELATIONS, ECONOMICS",NEW YORK,4,Marketing Managers,200824.0
2991,2991,LAW OFFICE OF RAJAGURU NALLIAH INC.,Certified,H-1B,INDIA,SOUTHFIELD,manager,YASHRAJ TECHNOLOGIES INC,20.0,MICHIGAN,Master's,STRATFORD UNIVERSITY,COMPUTER SOFTWARE ENGINEERING,VIRGINIA,2,"Software Developers, Applications",66477.0
2992,2992,Jackson & Hertogs LLP,Certified,H-1B,FRANCE,MURRAY HILL,manager,"ALCATEL LUCENT USA, INC.",12500.0,NEW JERSEY,Master's,CENTRAL SCHOOL OF ELECTRONICS OF PARIS,ELECTRICAL ENGINEERING,WASHINGTON,4,"Electronics Engineers, Except Computer",94000.0
2993,2993,Dorsey & Whitney LLP,Certified,H-1B,INDIA,PISCATAWAY,others,INSTITUTE OF ELECTRICAL & ELECTRONICS ENGINEERS,1000.0,NEW JERSEY,Bachelor's,"SHIVAJI UNIVERSITY, KOLHAPUR",ELECTRONICS,NEW JERSEY,4,"Software Developers, Systems Software",128000.0
2994,2994,"Andrew Dutton, Esq., P.C.",Certified,H-1B,PHILIPPINES,LONG ISLAND CITY,chief,THERAPEUTIC RESOURCES PHYSICAL OCCUPATIONAL SPEECH,378.0,NEW YORK,Bachelor's,UNIVERSITY OF PERPETUAL HELP SYSTEM,OCCUPATIONAL THERAPY,NEW YORK,3,Occupational Therapists,78686.0
2995,2995,"Morgan, Lewis & Bockius LLP",Certified,H-1B,THAILAND,CUPERTINO,"manager,",APPLE INC.,14800.0,CALIFORNIA,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,ELECTRICAL ENGINEERING,CALIFORNIA,2,"Electronics Engineers, Except Computer",123500.0
2996,2996,"Fragomen, Del Rey, Bersen & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,immigration,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Master's,SILICON VALLEY UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,2,"Software Developers, Systems Software",88275.0
2997,2997,"American Services Network, PC",Certified,H-1B,INDIA,BROOKFIELD,president,"CODEWORKS, INC.",160.0,WISCONSIN,Bachelor's,MANONMANIAM SUNDARANAR UNIVERSITY,ELECTRONIC ENGINEERING,WISCONSIN,2,"Software Developers, Applications",68640.0
2998,2998,"Jackson Lewis, LLP",Certified,H-1B,TURKEY,DALLAS,vice-president,"XEROX BUSINESS SERVICES, LLC",140000.0,TEXAS,Master's,ILLINOIS INSTITUTE OF TECHNOLOGY,BUSINESS ADMINISTRATION,ILLINOIS,2,Logisticians,78000.0
2999,2999,John F. Finnell Attorney at Law,Certified,H-1B,SOUTH KOREA,ELK GROVE VILLAGE,manager,TRUEWORLDFOODSCHICAGO LLC,81.0,ILLINOIS,Bachelor's,SUNGKYUKWAN UNIVERSITY,INDUSTRIAL ENGINEERING,ILLINOIS,1,Industrial Production Managers,56243.0
3000,3000,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,INDIA,SANTA CLARA,manager,INTEL CORPORATION,57750.0,CALIFORNIA,Master's,PORTLAND STATE UNIVERSITY,ELECTRICAL AND COMPUTER ENGINEERING,OREGON,2,"Electronics Engineers, Except Computer",83637.0
3001,3001,"Vercruysse Murray & Calzone, P.C.",Certified,H-1B,INDIA,HOLT,specialist,"DAKKOTA INTEGRATED SYSTEMS, LLC",720.0,MICHIGAN,Master's,LAWRENCE TECHNOLOGICAL UNIVERSITY,AUTOMOTIVE ENGINEERING,MICHIGAN,4,Industrial Engineers,85430.0
3002,3002,"LITTLER MENDELSON, P.C.",Certified,H-1B,INDIA,HOUSTON,manager,EDP RENEWABLES NORTH AMERICA LLC,249.0,TEXAS,Bachelor's,RICE UNIVERSITY,ELECTRICAL ENGINEERING,TEXAS,1,Mechanical Engineers,70000.0
3003,3003,"Akula & Associates, P.C.",Certified,H-1B,INDIA,SPRINGFIELD,director,LEAD IT CORPORATION,200.0,ILLINOIS,Master's,UNIVERSITY OF MISSISSIPPI,ENGINEERING SCIENCE,ILLINOIS,2,"Software Developers, Applications",71500.0
3004,3004,"American Services Network, PC",Certified,H-1B,CANADA,OXNARD,chief,"HAAS AUTOMATION, INC.",1000.0,CALIFORNIA,Associate's,RED RIVER COMMUNITY COLLEGE,COMPUTER ANALYST PROGRAMMER,CALIFORNIA,4,Network and Computer Systems Administrators*,133000.0
3005,3005,Aronson & Associates PA,Certified,H-1B,INDIA,CHICAGO,vp,"STRATA MARKETING, INC.",191.0,ILLINOIS,Bachelor's,THIAGARAJAR COLLEGE OF ENGINEERING,ENGINEERING,ILLINOIS,2,"Software Developers, Applications",95000.0
3006,3006,The Law Offices of David Piver,Certified,H-1B,INDIA,LOUISVILLE,manager,"V-SOFT CONSULTING GROUP, INC.",325.0,KENTUCKY,Master's,"RAJIV GANDHI PROUDYOGIKI VISHWAVIDYALAYA, BHOPAL",COMPUTER APPLICATIONS,INDIANA,3,Management Analysts,71968.0
3007,3007,"Tocci, Goss & Lee, PC",Certified,H-1B,INDIA,LEXINGTON,others,VISTAPRINT USA INC.,1010.0,MASSACHUSETTS,Master's,THE UNIVERSITY OF GEORGIA,BUSINESS ADMINISTRATION,MASSACHUSETTS,2,"Software Developers, Applications",89000.0
3008,3008,Davis & Winston,Denied,H-1B,ITALY,CARSON,manager,STANFORD MU CORPORATION,47.0,CALIFORNIA,Bachelor's,POLITECNICO DI TORINO,AEROSPACE ENGINEERING,CALIFORNIA,2,Aerospace Engineers,99757.0
3009,3009,Azarmehr Law Group,Certified,H-1B,ITALY,FORT LEE,coo,SCE CONSULTANTS INC,22.0,NEW JERSEY,Bachelor's,UNIVERSITY OF TEXAS AT SAN ANTONIO,COMPUTER SCIENCE,TEXAS,2,Computer Systems Analysts,85000.0
3010,3010,"Rose Carson Kaplan Choi & White, LLP",Certified,H-1B,INDIA,CAMPBELL,global,"SAAMA TECHNOLOGIES, INC",202.0,CALIFORNIA,Bachelor's,UNIVERSITY OF MUMBAI,PHYSICS,CALIFORNIA,0,"Software Developers, Applications",94049.0
3011,3011,"Kempster, Keller & Lenz-Calvo, LTD.",Certified,H-1B,INDIA,WESTCHESTER,manager,"INSURANCE AUTO AUCTIONS, INC",1900.0,ILLINOIS,Master's,"UNIVERSITY OF NEVADA, LAS VEGAS",ELECTRICAL ENGINEERING,ILLINOIS,2,"Software Developers, Applications",85000.0
3012,3012,"JEWELL & ASSOCIATES, PC",Certified,H-1B,UKRAINE,SAN MATEO,vp,"MARKETO, INC.",370.0,CALIFORNIA,Master's,SAN JOSE STATE UNIVERSITY,SOFTWARE ENGINEERING,CALIFORNIA,2,"Software Developers, Applications",130000.0
3013,3013,Pearl Law Group,Certified,H-1B,INDIA,SAN FRANCISCO,manager,SALESFORCE.COM,10389.0,CALIFORNIA,Master's,BHARATHIAR UNIVERSITY,SOFTWARE ENGINEERING (U.S. EQUIV.  COMPUTER ENGINEERING),CALIFORNIA,2,"Software Developers, Applications",121777.63
3014,3014,,Certified,H-1B,INDIA,BEAVERTON,specialist,"TEKTRONIX, INC.",2089.0,OREGON,Master's,UNIVERSITY OF VIRGINIA,MBA IN BUSINESS,OREGON,3,Marketing Managers,130000.0
3015,3015,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,BOSTON,manager,"WELLINGTON MANAGEMENT COMPANY, LLP",2086.0,MASSACHUSETTS,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,COMPUTER SCIENCE,MASSACHUSETTS,2,"Software Developers, Applications",86000.0
3016,3016,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN JOSE,manager,"CISCO SYSTEMS, INC.",66639.0,CALIFORNIA,Master's,THUNDERBIRD SCHOOL OF GLOBAL MANAGEMENT,BUSINESS ADMINISTRATION IN GLOBAL MANAGEMENT,TEXAS,4,Human Resources Managers,142251.0
3017,3017,"Akula & Associates, P.C.",Certified,H-1B,INDIA,IRVING,ceo,INFOLOB SOLUTIONS INC,90.0,TEXAS,Master's,OKLAHOMA STATE UNIVERSITY,COMPUTER SCIENCE,NORTH CAROLINA,2,"Software Developers, Applications",81100.0
3018,3018,"Ramchand & Raval, P.C.",Certified,H-1B,INDIA,SOMERSET,president,NATSOFT CORPORATION,135.0,NEW JERSEY,Master's,UNIVERSITY OF BRIDGEPORT,COMPUTER SCIENCE,NEW YORK,2,"Software Developers, Applications",76000.0
3019,3019,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Bachelor's,TONGJI UNIVERSITY,INFORMATION ENGINEERING,NEW YORK,4,"Software Developers, Applications",121202.0
3020,3020,"FosterQuan, LLP",Certified,H-1B,INDIA,KATY,others,"DET NORSKE VERITAS (U.S.A.), INC.",449.0,TEXAS,Master's,THE UNIVERSITY OF TULSA,MECHANICAL ENGINEERING,TEXAS,4,Mechanical Engineers,118186.0
3021,3021,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,WARREN,associate,MINDTREE LIMITED,766.0,NEW JERSEY,Bachelor's,ANNAMALAI UNIVERSITY,BUSINESS ADMINISTRATION (ACCOUNTING),NEW JERSEY,4,Computer Systems Analysts,106038.0
3022,3022,"FosterQuan, LLP",Certified,H-1B,SOUTH KOREA,HOUSTON,manager,"SBM ATLANTIA, INC.",518.0,TEXAS,Master's,PUSAN NATIONAL UNIVERSITY,MECHANICAL ENGINEERING,TEXAS,2,Chemical Engineers,103147.0
3023,3023,American Services Network PC,Certified,H-1B,LITHUANIA,FORT WORTH,specialist,AMERICAN AIRLINES,70000.0,TEXAS,Master's,VANDERBILT UNIVERSITY,BUSINESS ADMINISTRATION,TEXAS,2,Marketing Managers,101992.0
3024,3024,"CNC Professional, Inc.",Certified,H-1B,SOUTH KOREA,NEW YORK CITY,v.p.,BY DESIGN LLC,83.0,NEW YORK,Bachelor's,HALLYM UNIVERSITY,PHYSICS,NEW JERSEY,1,Market Research Analysts and Marketing Specialists*,45448.0
3025,3025,Fragomen Partners LLP,Certified,H-1B,INDIA,REDMOND,representative,NOKIA INC.,97798.0,WASHINGTON,Master's,STATE UNIVERSITY OF NEW YORK OF BINGHAMTON,ELECTRICAL ENGINEERING,NEW JERSEY,2,"Electronics Engineers, Except Computer",98239.0
3026,3026,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SAN DIEGO,specialist,QUALCOMM TECHNOLOGIES INC.,26600.0,CALIFORNIA,Bachelor's,MAHARSHI DAYANAND UNIVERSITY,ELECTRONICS AND COMMUNICATIONS ENGINEERING,CALIFORNIA,3,"Software Developers, Systems Software",100568.0
3027,3027,"Wasserman, Mancini and Chang, P.C.",Denied,H-1B,CHINA,LUTHERVILLE,president,"TRANSVIRON, INC.",13.0,MARYLAND,Master's,JOHNS HOPKINS UNIVERSITY,GEOGRAPHY AND ENVIRONMENTAL ENGINEERING,MARYLAND,2,Environmental Engineers,70034.0
3028,3028,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,FRANCE,NEW YORK,managing,SOCIETE GENERALE,504.0,NEW YORK,Bachelor's,UNIVERSITE PARIS 1-PANTHEON-SORBONNE,FINANCE,NEW YORK,4,Accountants and Auditors,170000.0
3029,3029,Law Offices of Marcine A. Seid,Certified,H-1B,UNITED KINGDOM,SAN JOSE,others,BESHOFF MOTORCARS,140.0,CALIFORNIA,Bachelor's,UNIVERSITY OF DERBY,BUSINESS MANAGEMENT,CALIFORNIA,2,Financial Managers,120225.0
3030,3030,"Chun & Associates, LLC",Certified,H-1B,SOUTH KOREA,ANNANDALE,president,WASHINGTON BAPTIST UNIVERSITY,83.0,VIRGINIA,Master's,BAEKSEOK UNIVERSITY,DIVINITY,MARYLAND,2,Clergy,38459.0
3031,3031,Robinson & Cole LLP,Certified,H-1B,INDIA,OMAHA,others,"PITNEY BOWES PRESORT SERVICES, INC.",3600.0,NEBRASKA,Master's,HEMCHANDRACHARYA NORTH GUJARAT UNIVERSITY,COMPUTER SCIENCE,NEBRASKA,4,"Software Developers, Applications",87818.0
3032,3032,"Masuda Funai Eifert & Mitchell, Ltd.",Certified,H-1B,CHINA,PARIS,vp,"NORTH AMERICAN LIGHTING, INC.",4900.0,ILLINOIS,Bachelor's,YANSHAN UNIVERSITY,ELECTRONICS SCIENCE AND ENGINEERING TECHNOLOGY,MICHIGAN,1,Electrical Engineers,56846.0
3033,3033,"Kerpel & Kerpel, P.C.",Certified,H-1B,INDIA,LAKE FOREST,associate,"W.W. GRAINGER, INC.",18000.0,ILLINOIS,Bachelor's,JAWARHARLAL NEHRU TECHNOLOGICAL UNIVERSITY,COMPUTERS SCIENCE AND ENGINEERING,ILLINOIS,2,"Software Developers, Applications",102000.0
3034,3034,,Certified,H-1B,INDIA,RTP,manager,IBM CORPORATION,426751.0,NORTH CAROLINA,Master's,SYRACUSE UNIVERSITY,ENG. MANAGEMENT,ILLINOIS,2,Computer Systems Analysts,75878.0
3035,3035,Seyfarth Shaw LLP,Certified,H-1B,INDIA,BOSTON,specialist,FMR LLC,30000.0,MASSACHUSETTS,Master's,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,COMPUTER SCIENCE,NORTH CAROLINA,2,"Software Developers, Applications",87050.0
3036,3036,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SANTA CLARA,manager,INTEL CORPORATION,57750.0,CALIFORNIA,Doctorate,CORNELL UNIVERSITY,CHEMISTRY AND CHEMICAL BIOLOGY,ARIZONA,3,Materials Engineers,93059.0
3037,3037,"Ramchand & Raval, P.C.",Certified,H-1B,INDIA,SOMERSET,attorney,NATSOFT CORPORATION,135.0,NEW JERSEY,Master's,AMITY UNIVERSITY,MARKETING AND OPERATIONS (MBA),NEW JERSEY,2,"Software Developers, Applications",76000.0
3038,3038,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,MCLEAN,coordinator,"CAPITAL ONE SERVICES, LLC",39000.0,VIRGINIA,Master's,UNIVERSITY OF TEXAS AT DALLAS,COMPUTER SCIENCE,TEXAS,4,"Software Developers, Applications",106800.0
3039,3039,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,SANTA CLARA,manager,INTEL CORPORATION,57750.0,CALIFORNIA,Master's,NEW YORK UNIVERSITY,INFORMATION SYSTEMS,OREGON,2,"Software Developers, Systems Software",76253.0
3040,3040,Law Offices of Kevin M. Wilhelmi,Certified,H-1B,INDIA,PISCATAWAY,vp,COMPEST SOLUTIONS INC,80.0,NEW JERSEY,Master's,NEW JERSEY INSTITUTE OF TECHNOLOGY,SCIENCE,NEW JERSEY,2,"Software Developers, Applications",75442.0
3041,3041,Jackson Lewis LLP,Certified,H-1B,INDIA,CHICAGO,general,"AGENTRICS, LLC",95.0,ILLINOIS,Bachelor's,BHARATHIAR UNIVERSITY,ELECTRICAL AND ELECTRONICS ENGINEERING,VIRGINIA,1,Network and Computer Systems Administrators*,95451.0
3042,3042,International Legal and Business Services Group LLP,Certified,H-1B,INDIA,WORCESTER,"director,",AVCO CONSULTING INC,232.0,MASSACHUSETTS,Master's,STEVENS INSTITUTE OF TECHNOLOGY,MASTER OF SCIENCE - COMPUTER SCIENCE,ARKANSAS,3,"Software Developers, Applications",88088.0
3043,3043,"Ramchand & Raval, P.C.",Certified,H-1B,INDIA,SOMERSET,president,NATSOFT CORPORATION,135.0,NEW JERSEY,Master's,WINSTON-SALEM STATE UNIVERSITY,COMPUTER SCIENCE,PENNSYLVANIA,2,"Software Developers, Applications",76000.0
3044,3044,Dua-Hobbs Associates,Denied,H-1B,INDIA,PLANO,manager,"TECH MAHINDRA (AMERICAS) INC., (FORMERLY MBT INTERNATIONAL, INC.)",1000.0,TEXAS,Master's,INDIAN SCHOOL OF BUSINESS,BUSINESS ADMINISTRATION,GEORGIA,2,Computer and Information Systems Managers,109075.0
3045,3045,"Law Office of Keshab Raj Seadie, P.C.",Certified,H-1B,INDIA,NEWYORK,manager,T. CHOITHRAM & SONS (USA) INC.,2.0,NEW YORK,Associate's,UNIVERSITY OF RAJASTHAN,SCIENCE,NEW YORK,4,"Wholesale and Retail Buyers, Except Farm Products",88000.0
3046,3046,"FosterQuan, LLP",Certified,H-1B,INDIA,AUSTIN,representative,NATIONAL INSTRUMENTS,6869.0,TEXAS,Master's,"UNIVERSITY OF TEXAS, ARLINGTON",ELECTRICAL ENGINEERING,TEXAS,2,Electrical Engineers,75670.0
3047,3047,Jackson & Hertogs LLP,Certified,H-1B,INDIA,SAN FRANCISCO,director,CASTLIGHT HEALTH,150.0,CALIFORNIA,Master's,UNIVERSITY OF SOUTHERN CALIFORNIA,COMPUTER SCIENCE,CALIFORNIA,4,"Software Developers, Applications",124987.0
