,Unnamed: 0,agent_firm_name,case_status,class_of_admission,country_of_citizenship,employer_city,employer_decl_info_title,employer_name,employer_num_employees,employer_state,foreign_worker_info_education,foreign_worker_info_inst,foreign_worker_info_major,foreign_worker_info_state,pw_level_9089,pw_soc_title,wage_offer_from_9089
3672,3672,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,AUSTIN,director,"SAILPOINT TECHNOLOGIES, INC.",127.0,TEXAS,Bachelor's,UNIVERSITY OF KALYANI,COMPUTER ENGINEERING,TEXAS,4,Computer Systems Analysts,96782.0
3673,3673,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,ENGLEWOOD,u.s.,CH2M HILL ENGINEERS INC.,3933.0,COLORADO,Master's,CLEMSON UNIVERSITY,CONSTRUCTION SCIENCE AND MANAGEMENT,GEORGIA,2,Cost Estimators,61088.88
3674,3674,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C.",Certified,H-1B,UKRAINE,CORTLAND,associate,"INTERTEK TESTING SERVICES NA, INC.",2400.0,NEW YORK,Master's,KHARKIV NATIONAL UNIVERSITY OF RADIO ELECTRONICS,TELECOMMUNICATIONS ENGINEERING,NEW YORK,1,"Electronics Engineers, Except Computer",65000.0
3675,3675,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,MOORESVILLE,legal,"LOWE'S COMPANIES, INC.",238000.0,NORTH CAROLINA,Master's,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE,COMPUTER SCIENCE,NORTH CAROLINA,1,"Software Developers, Applications",60007.0
3676,3676,"Igbanugo Partners Int'l Law Firm, PLLC",Denied,H-1B,CHINA,NEWARK,others,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,40000.0,NEW JERSEY,Master's,UNIVERSITY OF CONNECTICUT,ACTUARIAL SCIENCE,CONNECTICUT,4,Actuaries,129522.0
3677,3677,Murthy Law Firm,Certified,H-1B,INDIA,SAN RAMON,president,"HS SOLUTIONS, INC.",29.0,CALIFORNIA,Associate's,OSMANIA UNIVERSITY,SCIENCE,TEXAS,4,Computer Programmers,105206.0
3678,3678,"Sullivan Law Firm, S.C.",Certified,H-1B,INDIA,RACINE,specialist,CNH AMERICA LLC,9600.0,WISCONSIN,Master's,ANNA UNIVERSITY,ENGINEERING DESIGN (MECHANICAL ENGINEERING),IOWA,4,Mechanical Engineers,84000.0
3679,3679,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CANADA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Master's,COLUMBIA UNIVERSITY,COMPUTER SCIENCE,NEW JERSEY,2,"Software Developers, Applications",116000.0
3680,3680,The Law Offices of Weicheng Wang,Certified,H-1B,INDIA,NEW YORK,manager,MITCHELL/MARTIN INC,500.0,NEW YORK,Bachelor's,TERNA ENGINEERING COLLEGE,COMPUTERS ENGINEERING,NEW JERSEY,3,"Software Developers, Applications",150000.0
3681,3681,"Fragomen, Del Rey, Bersen & Loewy LLP",Certified,H-1B,INDIA,HACKETTSTOWN,others,"MARS CHOCOLATE NORTH AMERICA, LLC",4500.0,NEW JERSEY,Master's,LEHIGH UNIVERSITY,INDUSTRIAL ENGINEERING (SEE H.14 FOR ADDITIONAL EDU),PENNSYLVANIA,4,Industrial Production Managers,94910.0
3682,3682,Berry Appleman & Leiden LLP,Certified,H-1B,CHINA,REDWOOD SHORES,specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Master's,"UNIVERSITY OF CALIFORNIA, LOS ANGELES",COMPUTER SCIENCE,CALIFORNIA,2,"Software Developers, Applications",96000.0
3683,3683,Fontes Figueroa Law Group,Certified,H-1B,TURKEY,LITTLE ROCK,others,LISA ACADEMY,124.0,ARKANSAS,Bachelor's,MIDDLE EAST TECHNICAL UNIVERSITY,MATHEMATICS EDUCATION,TEXAS,1,"Secondary School Teachers, Except Special and Career/Technical Education",38500.0
3684,3684,"iTech US, Inc.",Certified,H-1B,INDIA,SOUTH BURLINGTON,coordinator,ITECH US INC.,357.0,VERMONT,Master's,OSMANIA UNIVERSITY,COMPUTER SCIENCE,VIRGINIA,4,"Software Developers, Applications",106496.0
3685,3685,Pearl Law Group,Denied,H-1B,FRANCE,SAN FRANCISCO,representative,"YELP, INC.",997.0,CALIFORNIA,Master's,TELECOM SUDPARIS,ENGINEERING,CALIFORNIA,2,"Software Developers, Applications",102000.0
3686,3686,"Kempster, Keller & Lenz-Calvo, LTD.",Certified,H-1B,INDIA,MESA,manager,"INT TECHNOLOGIES, LLC",365.0,ARIZONA,Master's,NORTH CAROLINA STATE UNIVERSITY,COMPUTER ENGINEERING,MINNESOTA,3,Computer Systems Analysts,80350.0
3687,3687,"Laner Muchin, Ltd.",Certified,H-1B,INDIA,CHICAGO,specialist,U.S. CELLULAR CORPORATION,9000.0,ILLINOIS,Master's,NEW JERSEY INSTITUTE OF TECHNOLOGY,ELECTRICAL ENGINEERING,ILLINOIS,4,"Information Security Analysts, Web Developers, and Computer Network Architects",97698.0
3688,3688,Williams Mullen,Denied,H-1B,INDIA,NEWPORT NEWS,manager,PERFECT COMMERCE LLC,54.0,VIRGINIA,Bachelor's,ANDHRA UNIVERSITY,ELECTRONICS AND COMPUTER SCIENCE,VIRGINIA,4,Network and Computer Systems Administrators*,86258.0
3689,3689,Murthy Law Firm,Certified,H-1B,INDIA,EDISON,vp,"DVR SOFTEK INC.,",46.0,NEW JERSEY,Bachelor's,UNIVERSITY OF TECHNOLOGY OF MADHYA PRADESH,COMPUTER SCIENCE AND ENGINEERING,TEXAS,4,Computer Systems Analysts,102461.0
3690,3690,"Morgan, Lewis & Bockius LLP",Certified,H-1B,CANADA,CUPERTINO,"manager,",APPLE INC.,14800.0,CALIFORNIA,Bachelor's,UNIVERSITY OF SASKATCHEWAN,"COMPUTER SCIENCE, ELECTRICAL ENGINEERING",CALIFORNIA,1,"Software Developers, Systems Software",103000.0
3691,3691,"Simin H. Syed, P.C",Certified,H-1B,INDIA,EDISON,manager,"SUSWEE INFOTECH CORP., D/B/A COMPU-INFO",32.0,NEW JERSEY,Associate's,KARNATAK UNIVERSITY,SCIENCE,NEW JERSEY,1,"Software Developers, Systems Software",90000.0
3692,3692,SY & ASSOCIATES LLP,Certified,H-1B,INDIA,MORROW,vp,"GLOBAL TEACHERS RESEARCH AND RESOURCES, INC.",125.0,GEORGIA,Master's,MERCER UNIVERSITY,EDUCATION,GEORGIA,2,Instructional Coordinators,45656.0
3693,3693,"Law Office of Joy Huang, PLLC",Certified,H-1B,SOUTH KOREA,PHOENIX,president,K-MOMO INC.,63.0,ARIZONA,Master's,MARSHALL UNIVERSITY,BUSINESS ADMINISTRATION,ARIZONA,2,Training and Development Specialists,46700.0
3694,3694,Schwartz Posel Immigration Law Group,Certified,H-1B,INDIA,NORCROSS,sr.,"EURAMAX INTERNATIONAL, INC.",100.0,GEORGIA,Master's,UNIVERSITY OF NEW HAVEN,ELECTRICAL ENGINEERING,GEORGIA,2,"Software Developers, Applications",71448.0
3695,3695,Law Office of Jocelyne J. Kim Lew A Professional Corporation,Certified,H-1B,INDIA,STAMFORD,chief,KAYAK SOFTWARE CORPORATION,135.0,CONNECTICUT,Master's,WORCESTER POLYTECHNIC INSTITUTE,INFORMATION TECHNOLOGY,MASSACHUSETTS,2,"Software Developers, Applications",85500.0
3696,3696,"Law Offices of Amarnath Gowda, LL.B., J.D.",Certified,H-1B,INDIA,ROCK ISLAND,president,"ENDOCRINE ASSOCIATES OF THE QUAD CITIES, S.C.",16.0,ILLINOIS,Other,UNIVERSITY OF MADRAS,MEDICINE,IOWA,2,"Internists, General",250000.0
3697,3697,"The Law Firm of Sim, Parvathaneni, & Brown, PLLC",Certified,H-1B,INDIA,DALLAS,president,"BUSINESS INTELLI SOLUTIONS, INC.",85.0,TEXAS,Bachelor's,ANDHRA UNIVERSITY,BUSINESS ADMINISTRATION,MICHIGAN,2,"Software Developers, Applications",77000.0
3698,3698,"JEWELL & ASSOCIATES, PC",Certified,H-1B,INDIA,SAN DIEGO,vp,"NEXTIVITY, INC",36.0,CALIFORNIA,Master's,LAMAR UNIVERSITY,ELECTRICAL ENGINEERING,CALIFORNIA,3,"Electronics Engineers, Except Computer",103000.0
3699,3699,"Clement & Hurst, PLC",Certified,H-1B,INDIA,TAMPA,vp,SYSTEM SOFT TECHNOLOGIES LLC,380.0,FLORIDA,Master's,ACHARYA NAGARJUNA UNIVERSITY,COMPUTER SCIENCE,KANSAS,4,"Software Developers, Applications",98000.0
3700,3700,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,NEW YORK,analyst,"VERIZON COMMUNICATIONS INC., & ALL ITS SUBSIDIARIES & AFFILIATES",193900.0,NEW YORK,Bachelor's,ANNA UNIVERSITY,COMPUTER ENGINEERING,TEXAS,3,"Software Developers, Applications",90900.0
3701,3701,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,MOUNTAIN VIEW,manager,GOOGLE INC.,53861.0,CALIFORNIA,Master's,UNIVERSITY OF PENNSYLVANIA,COMPUTER AND INFORMATION SCIENCE,CALIFORNIA,2,"Software Developers, Applications",112500.0
3702,3702,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,IRVINE,specialist,BROADCOM CORPORATION,11200.0,CALIFORNIA,Bachelor's,GOA ENGINEERING COLLEGE,ELECTRONICS AND TELECOMMUNICATION,CALIFORNIA,4,"Electronics Engineers, Except Computer",119933.0
3703,3703,"Alan C. Chen, P.C.",Certified,H-1B,INDIA,ARLINGTON,president,"LUCID  TECHNOLOGIES, INC",40.0,TEXAS,Master's,UNIVERSITY OF NORTH ALABAMA,BUSINESS ADMINISTRATION (INFORMATION SYSTEMS),TEXAS,2,"Software Developers, Applications",77958.0
3704,3704,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Master's,CALIFORNIA STATE UNIVERSITY CHICO,COMPUTER SCIENCE,OHIO,2,"Software Developers, Applications",91000.0
3705,3705,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,MOORESVILLE,legal,"LOWE'S COMPANIES, INC.",238000.0,NORTH CAROLINA,Master's,FAIRLEIGH DICKINSON UNIVERSITY,ELECTRICAL ENGINEERING,NORTH CAROLINA,2,Network and Computer Systems Administrators*,72000.0
3706,3706,"Ogletree, Deakins, Nash, Smoak & Stewart, P.C.",Certified,H-1B,INDIA,CHARLOTTE,international,DASSAULT SYSTEMES SERVICES LLC,9552.0,NORTH CAROLINA,Bachelor's,BHARATHIAR UNIVERSITY,COMPUTER SCIENCE AND ENGINEERING,PENNSYLVANIA,2,Computer Systems Analysts,95292.0
3707,3707,"Fragomen, Del Rey, Bersen & Loewy, LLP",Certified,H-1B,CHINA,LAKE FOREST,senior,"HOSPIRA, INC.",15000.0,ILLINOIS,Master's,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,COMPUTER SCIENCE,UTAH,2,"Software Developers, Applications",69971.0
3708,3708,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Doctorate,THE OHIO STATE UNIVERSITY,APPLIED STATISTICS,OHIO,1,Statisticians,85000.0
3709,3709,Sidley Austin LLP,Certified,H-1B,INDIA,CHICAGO,vp,RR DONNELLEY,3600.0,ILLINOIS,Master's,POLYTECHNIC UNIVERSITY OF NYU,COMPUTER SCIENCE,NEW JERSEY,3,"Software Developers, Applications",88600.0
3710,3710,"Law Office of Changhwan Lee, P.C.",Certified,H-1B,SOUTH KOREA,JOHNS CREEK,president,"C2 EDUCATIONAL SYSTEMS, INC",110.0,GEORGIA,Master's,NEW YORK INSTITUTE OF TECHNOLOGY,COMMUNICATION ARTS,NEW JERSEY,2,Public Relations and Fundraising Managers,105934.0
3711,3711,"Kempster, Keller & Lenz-Calvo, LTD.",Certified,H-1B,INDIA,REDMOND,director,"ILINK SYSTEMS, INC.",114.0,WASHINGTON,Master's,THE UNIVERSITY OF TOLEDO,ELECTRICAL ENGINEERING,WASHINGTON,2,"Software Developers, Applications",110000.0
3712,3712,Rose Carson Kaplan Choi & White LLP,Certified,H-1B,INDIA,SAN FRANCISCO,sr.,ADVENT SOFTWARE,899.0,CALIFORNIA,Master's,UNIVERSITY OF SAN DIEGO,BUSINESS ADMINISTRATION,CALIFORNIA,2,"Software Developers, Applications",93267.0
3713,3713,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,NEW YORK,vp,ALLIANCEBERNSTEIN L.P.,3366.0,NEW YORK,Master's,FLORIDA STATE UNIVERSITY,FINANCIAL MATHEMATICS,NEW YORK,1,Statisticians,85000.0
3714,3714,"Karen M. Ocasio, Law Office",Certified,H-1B,PERU,SAN JUAN,human,AG GROUP INC.,82.0,PUERTO RICO,Master's,"UNIVERSITY OF PUERTO RICO, MAYAGUEZ CAMPUS",COMPUTER ENGINEERING,PUERTO RICO,2,Computer and Information Systems Managers,60382.0
3715,3715,Tafapolsky & Smith LLP,Certified,H-1B,INDIA,SAN JOSE,manager,"CADENCE DESIGN SYSTEMS, INC.",2524.0,CALIFORNIA,Master's,GEORGIA INSTITUTE OF TECHNOLOGY,ELECTRICAL AND COMPUTER ENGINEERING,CALIFORNIA,2,"Electronics Engineers, Except Computer",103000.0
3716,3716,"Dehai Tao, P.C.",Certified,H-1B,INDIA,SOUTHFIELD,president,"KPK TECHNOLOGIES, INC.",54.0,MICHIGAN,Master's,"VISVESWARAIAH TECHNOLOGICAL UNIVERSITY, BELGAUM",COMPUTER APPLICATIONS,ILLINOIS,3,"Software Developers, Applications",77200.0
3717,3717,"Morgan, Lewis & Bockius LLP",Certified,H-1B,CHINA,SAN JOSE,coordinator,"BROCADE COMMUNICATIONS SYSTEMS, INC.",3300.0,CALIFORNIA,Master's,NEW JERSEY INSTITUTE OF TECHNOLOGY,COMPUTER SCIENCE,CALIFORNIA,2,"Information Security Analysts, Web Developers, and Computer Network Architects",113902.0
3718,3718,"Gibney, Anthony & Flaherty, LLP",Certified,H-1B,INDIA,WILMINGTON,others,BARCLAYS BANK DELAWARE,1786.0,DELAWARE,Bachelor's,BANGALORE INSTITUTE OF TECHNOLOGY,ENGINEERING,DELAWARE,4,"Software Developers, Applications",120000.0
3719,3719,SY & ASSOCIATES LLP,Certified,H-1B,INDIA,MORROW,vp,"GLOBAL TEACHERS RESEARCH AND RESOURCES, INC.",125.0,GEORGIA,Doctorate,UNIVERSITY OF MADRAS,CHEMISTRY AND EDUCATION,GEORGIA,2,Instructional Coordinators,45656.0
3720,3720,"Rai & Associates, Attorneys at Law",Certified,H-1B,NEPAL,FREMONT,"manager,","BETA SOFT SYSTEMS, INC.",250.0,CALIFORNIA,Master's,OKLAHOMA CITY UNIVERSITY,BUSINESS ADMINISTRATION,TEXAS,2,Management Analysts,79893.0
3721,3721,"ALIEN LABOR CERTIFICATION CONSULTANT,CO. INC.",Denied,H-1B,VENEZUELA,MIAMI,others,"SPASICS TECHNOLOGIES, LLC.",3.0,FLORIDA,Bachelor's,UNIVERSIDAD SIMON BOLIVAR,BCH. IN SCIENCE MAYOR IN MECH. ENGINEERING,FLORIDA,2,Chief Executives,155293.0
3722,3722,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,MCLEAN,coordinator,"CAPITAL ONE SERVICES, LLC",39000.0,VIRGINIA,Master's,OSMANIA UNIVERSITY,COMPUTER SCIENCE,TEXAS,2,"Software Developers, Applications",85000.0
3723,3723,Curran & Berger LLP,Certified,H-1B,ROMANIA,SPRINGFIELD,vp,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,6000.0,MASSACHUSETTS,Bachelor's,WORCESTER POLYTECHNIC INSTITUTE,MATHEMATICAL SCIENCES,MASSACHUSETTS,1,"Software Developers, Applications",70387.0
3724,3724,Berry Appleman & Leiden LLP,Certified,H-1B,CANADA,REDWOOD SHORES,specialist,"ORACLE AMERICA, INC.",115000.0,CALIFORNIA,Bachelor's,UNIVERSITY OF WATERLOO,MATHEMATICS,CALIFORNIA,4,"Software Developers, Applications",144000.0
3725,3725,"The Law Firm of Timothy R. Bakken, P.C.",Certified,H-1B,INDIA,WESTMINSTER,"vp,","DATALOGIX, INC.",200.0,COLORADO,Master's,EMERSON COLLEGE,INTEGRATED MARKETING COMMUNICATION,COLORADO,2,Management Analysts,66352.0
3726,3726,The Oh Law Firm,Certified,H-1B,INDIA,LITTLE CANADA,chief,SAGITEC SOLUTIONS LLC,136.0,MINNESOTA,Bachelor's,MADRAS INSTITUTE OF TECHNOLOGY,ELECTRONICS AND INSTRUMENTATION ENGINEERING,KENTUCKY,4,"Software Developers, Applications",73000.0
3727,3727,Akerman Senterfitt,Certified,H-1B,URUGUAY,NORTH BAY VILLAGE,director,"GOLTV, INC",81.0,FLORIDA,Bachelor's,VIRGINIA COMMONWEALTH UNIVERSITY,BUSINESS,FLORIDA,4,Management Analysts,100630.0
3728,3728,"Fragomen, Del Rey Bernsen & Loewy LLP",Certified,H-1B,INDIA,NEW YORK,manager,"ROUNDARCH ISOBAR, INC.",405.0,NEW YORK,Master's,FAIRLEIGH DICKINSON UNIVERSITY,MANAGEMENT INFORMATION SYSTEMS,NEW JERSEY,4,Computer Systems Analysts,117000.0
3729,3729,Challa Law Offices,Certified,H-1B,RUSSIA,FAIRFAX,associate,GEORGE MASON UNIVERSITY,5200.0,VIRGINIA,Master's,GEORGE MASON UNIVERSITY,COMMUNICATIONS,MARYLAND,1,"Communications Teachers, Postsecondary",50530.0
3730,3730,Law Offices of Elizabeth Ziemba,Certified,H-1B,INDIA,CAMBRIDGE,director,MOUNT AUBURN PROFESSIONAL SERVICES,350.0,MASSACHUSETTS,Other,STANLEY MEDICAL COLLEGE,MEDICINE,MASSACHUSETTS,2,"Physicians and Surgeons, All Other",157227.0
3731,3731,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,LIBERTY LAKE,specialist,"ITRON, INC.",2345.0,WASHINGTON,Master's,CALIFORNIA STATE UNIVERISTY,ELECTRICAL ENGINEERING,CALIFORNIA,3,Mechanical Engineers,100547.0
3732,3732,Dinsmore & Shohl LLP,Certified,H-1B,INDIA,NORWOOD,manager,ANALOG DEVICES INC.,3200.0,MASSACHUSETTS,Master's,TEXAS A&M UNIVERSITY,"COMPUTER ENGINEERING (COURSEWORK IN VLSI, CIRCUIT DESIGN AND ALGORITHMS)",MASSACHUSETTS,2,"Electronics Engineers, Except Computer",92102.0
3733,3733,Ogletree Deakins,Certified,H-1B,INDIA,ENGLEWOOD,sr.,"CSG SYSTEMS, INC.",3500.0,COLORADO,Master's,OSMANIA UNIVERSITY,COMPUTER INFORMATION SYSTEMS,NEBRASKA,3,"Software Developers, Systems Software",84219.0
3734,3734,Stone Grzegorek & Gonzalez LLP,Certified,H-1B,CANADA,URBANA,president,AMERICAN PAN COMPANY,123.0,OHIO,Bachelor's,BEIJING INSTITUTE OF TECHNOLOGY,AUTOMATIC CONTROL ENGINEERING,OHIO,1,"Electronics Engineers, Except Computer",62000.0
3735,3735,"Akula & Associates, P.C.",Certified,H-1B,INDIA,SPRINGFIELD,director,LEAD IT CORPORATION,200.0,ILLINOIS,Master's,POLYTECHNIC INSTITUTE OF NEW YORK UNIVERSITY,COMPUTER SCIENCE,NEW JERSEY,2,"Software Developers, Applications",69700.0
3736,3736,,Certified,H-1B,INDIA,RTP,associate,IBM CORPORATION,426751.0,NORTH CAROLINA,Master's,UNIVERSITY OF TEXAS AT ARLINGTON,INDUSTRIAL ENGINEERING,CALIFORNIA,1,"Software Developers, Applications",70970.0
3737,3737,,Certified,H-1B,INDIA,BURLINGTON,director,"ARCADIA SOLUTIONS, LLC",185.0,MASSACHUSETTS,Master's,GEORGIA INSTITUTE OF TECHNOLOGY,INDUSTRIAL ENGINEERING,MASSACHUSETTS,2,"Software Developers, Applications",85446.0
3738,3738,"FRAGOMEN, DEL REY, BERNSEN & LOEWY, LLP",Certified,H-1B,INDIA,SCOTTSDALE,manager,"SAP INDUSTRIES, INC.",396.0,ARIZONA,Bachelor's,"VISVESWARAIAH TECHNOLOGICAL UNIVERSITY, BELGAUM",COMPUTER SCIENCE AND ENGINEERING,NEW JERSEY,0,Computer Systems Analysts,72500.0
3739,3739,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,NEW YORK,manager,"AIG PC GLOBAL SERVICES, INC.",63000.0,NEW YORK,Master's,LONG ISLAND UNIVERSITY,PHARMACOLOGY/TOXICOLOGY,NEW JERSEY,1,Statisticians,115000.0
3740,3740,"Chin & Curtis, LLP",Certified,H-1B,CHINA,CAMBRIDGE,manager,"AKAMAI TECHNOLOGIES, INC.",2000.0,MASSACHUSETTS,Master's,BENTLEY UNIVERSITY,BUSINESS ADMINISTRATION,MASSACHUSETTS,2,Computer Systems Analysts,90000.0
3741,3741,"Tocci, Goss & Lee, PC",Certified,H-1B,NIGERIA,OMAHA,specialist,"HDR ENGINEERING, INC.",7600.0,NEBRASKA,Bachelor's,MORGAN STATE UNIVERSITY,ELECTRICAL ENGINEERING,OREGON,1,Electrical Engineers,57117.0
3742,3742,"Fragomen, Del Rey, Bernsen, & Loewy LLP",Certified,H-1B,CANADA,CARLSBAD,vp,MAXLINEAR INC,200.0,CALIFORNIA,Master's,UNIVERSITY OF CALGARY,ELECTRICAL ENGINEERING,CALIFORNIA,3,"Electronics Engineers, Except Computer",103522.0
3743,3743,Tekach Law Firm PLLC,Certified,H-1B,INDIA,ARLINGTON,generalist,FORS MARSH GROUP LLC,71.0,VIRGINIA,Bachelor's,RANDOLPH MACON WOMAN'S COLLEGE,PSYCHOLOGY,VIRGINIA,4,Market Research Analysts and Marketing Specialists*,175968.0
3744,3744,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,CHINA,COLUMBUS,immigration,CUMMINS INC.,39800.0,INDIANA,Master's,THE UNIVERSITY OF TEXAS-PAN AMERICAN,ELECTRICAL ENGINEERING,INDIANA,2,Electrical Engineers,78700.0
3745,3745,"Malitzlaw, Inc.",Certified,H-1B,INDIA,SAN DIEGO,vp,"FIRST ALLIED SECURITIES, INC.",270.0,CALIFORNIA,Other,UNIVERSITY OF DELHI,BUSINESS ADMINISTRATION WITH A CONCENTRATION IN FINANCIAL SERVICES,CALIFORNIA,4,Financial Managers,155667.0
3746,3746,"Fragomen, Del Rey, Bernsen & Loewy LLP",Certified,H-1B,INDIA,SAN DIEGO,specialist,"QUALCOMM, INC.",31000.0,CALIFORNIA,Bachelor's,MANONMANIAM SUNDARANAR UNIVERSITY,ELECTRONICS AND INSTRUMENTATION ENGINEERING,CALIFORNIA,4,Computer Systems Analysts,129729.6
3747,3747,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,ARGENTINA,NEW YORK,vp,CREDIT SUISSE SECURITIES (USA) LLC,47400.0,NEW YORK,Master's,COLUMBIA UNIVERSITY,BUSINESS ADMINISTRATION,NEW YORK,2,Credit Analysts,120000.0
3748,3748,"Constangy, Brooks & Smith, LLP",Certified,H-1B,INDIA,DFW AIRPORT,manager,"DEX ONE SERVICE, INC.",2900.0,TEXAS,Bachelor's,KARNATAKA STATE OPEN UNIVERSITY,COMPUTER SCIENCE,CALIFORNIA,2,"Software Developers, Applications",108400.0
3749,3749,New Rome Inc.,Certified,H-1B,CHINA,FONTANA,president,"ELEGANCE WOOD PRODUCTS, INC.",26.0,CALIFORNIA,Master's,WUHAN UNIVERSITY,CIVIL ENGINEERING,CALIFORNIA,2,Cost Estimators,57179.0
3750,3750,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Certified,H-1B,INDIA,CHICAGO,assistant,JP MORGAN CHASE & CO,239000.0,ILLINOIS,Master's,MADURAI KAMARAJ UNIVERSITY,COMPUTER INFORMATION SYSTEMS,TEXAS,0,"Software Developers, Applications",86500.0
3751,3751,"Kim, Cho & Lim, LLC",Certified,H-1B,SOUTH KOREA,TENAFLY,chairman,NEW YORK MUSIC SCHOOL,14.0,NEW JERSEY,Master's,COLUMBIA UNIVERSITY,MUSIC EDUCATION,NEW JERSEY,1,Instructional Coordinators,35672.0
3752,3752,"Fragomen, Del Rey, Bernsen & Loewy, LLP",Denied,H-1B,INDIA,BENTONVILLE,assistant,"WAL-MART ASSOCIATES, INC.",1400000.0,ARKANSAS,Master's,"UNIVERSITY OF MICHIGAN, ANN ARBOR",BUSINESS ADMINISTRATION,CALIFORNIA,2,Financial Managers,126838.0
3753,3753,"Xie Law Offices, LLC",Denied,H-1B,KENYA,SOUTH WINDSOR,others,"TICKET SOFTWARE, LLC",490.0,CONNECTICUT,Bachelor's,AMHERST COLLEGE,BACHELOR OF ARTS IN PHYSICS,CONNECTICUT,1,"Software Developers, Applications",65978.0
3754,3754,"BBI LAW GROUP, P.C.",Certified,H-1B,INDIA,CHANTILLY,president,TANVI IT SOLUTIONS INC,28.0,VIRGINIA,Master's,LAMAR UNIVERSITY,ENGINEERING,MARYLAND,2,"Software Developers, Applications",87006.0
3755,3755,Tomlinson Law Group PC,Certified,H-1B,VENEZUELA,RENO,president,ENVTECH INC,16.0,NEVADA,Bachelor's,UNIVERSITY OF CARABOBO,CHEMICAL ENGINEERING,CALIFORNIA,4,Engineering Managers,151195.0
3756,3756,Law Offices of Kevin M. Wilhelmi,Certified,H-1B,INDIA,CHANDLER,president,"INTRAEDGE, INC",246.0,ARIZONA,Bachelor's,OSMANIA UNIVERSITY,COMPUTER SCIENCE/APPLICATIONS,ARIZONA,2,"Software Developers, Applications",75462.0
3757,3757,"Ramchand & Raval, P.C.",Certified,H-1B,INDIA,SOMERSET,president,NATSOFT CORPORATION,135.0,NEW JERSEY,Master's,KAKATIYA UNIVERSITY,COMPUTER SCIENCE,TEXAS,2,"Software Developers, Applications",76000.0
3758,3758,Berry Appleman & Leiden LLP,Certified,H-1B,INDIA,SUNNYVALE,specialist,YAHOO! INC.,11700.0,CALIFORNIA,Master's,CARNEGIE MELLON UNIVERSITY,ELECTRICAL AND COMPUTER ENGINEERING,CALIFORNIA,2,"Software Developers, Systems Software",111000.0
3759,3759,"Corbin, Schaffer & Aviles",Denied,H-1B,CHINA,COLUMBIA,manager,MERKLE INC.,1283.0,MARYLAND,Master's,UNIVERSITY OF DELAWARE,STATISTICS,MARYLAND,1,Statisticians,72800.0
3760,3760,Attorney,Certified,H-1B,CHINA,NEW YORK,principal,MICHAEL SORKIN STUDIO,2.0,NEW YORK,Master's,UNIVERSTY OF SOUTHERN CALIFORNIA,ARCHITECTURE,NEW YORK,1,"Architects, Except Landscape and Naval",53518.0
3761,3761,Murthy Law Firm,Certified,H-1B,INDIA,JERSEY CITY,ceo,FULCRUM WORLDWIDE INC,8.0,NEW JERSEY,Master's,"UTTAR PRADESH TECHNICAL UNIVERSITY, LUCKNOW",COMPUTER SCIENCE,NEW JERSEY,2,"Software Developers, Applications",88670.0
3762,3762,"Zhang & Yan, P.C.",Certified,H-1B,INDIA,FREMONT,president,"DEW SOFTWARE, INC.",54.0,CALIFORNIA,Bachelor's,UNIVERSITY OF MADRAS,COMPUTER SCIENCE AND ENGINEERING,CALIFORNIA,4,"Software Developers, Applications",126048.0
